event_id,date,t,ticker,sector,close,daily_return,market_return,expected_return,AR,CAR
E1,2023-12-28,-10,BNO,Controls,27.479999542236328,-0.025186270960282697,0.0003701746080437829,-0.0013488507778214426,-0.023837420182461256,-0.023837420182461256
E1,2023-12-28,-10,BNO,Controls,27.479999542236328,-0.025186270960282697,0.0032180177691849554,-0.00089988287715035,-0.024286388083132347,-0.04812380826559361
E1,2023-12-29,-9,BNO,Controls,27.309999465942383,-0.006186320201085116,-0.0028264750133749628,-0.001852808681575635,-0.0043335115195094805,-0.05245731978510309
E1,2023-12-29,-9,BNO,Controls,27.309999465942383,-0.006186320201085116,-0.001603885913022296,-0.001660065180367955,-0.0045262550207171605,-0.05698357480582025
E1,2024-01-02,-8,BNO,Controls,27.0,-0.011351134090243242,-0.005660579005492328,-0.002299610576071334,-0.009051523514171909,-0.06603509831999216
E1,2024-01-02,-8,BNO,Controls,27.0,-0.011351134090243242,0.06024096477831753,0.008089893371100039,-0.019441027461343283,-0.08547612578133544
E1,2024-01-03,-7,BNO,Controls,27.920000076293945,0.03407407689977582,-0.008016314922730805,-0.0026709968320736605,0.03674507373184948,-0.04873105204948596
E1,2024-01-03,-7,BNO,Controls,27.920000076293945,0.03407407689977582,0.06363637611557316,0.008625186438079059,0.02544889046169676,-0.023282161587789202
E1,2024-01-04,-6,BNO,Controls,27.61000061035156,-0.011103132703985885,-0.0034283812973570083,-0.0019477003541254216,-0.009155432349860463,-0.03243759393764967
E1,2024-01-04,-6,BNO,Controls,27.61000061035156,-0.011103132703985885,0.006410267295756666,-0.0003966186567327904,-0.010706514047253094,-0.04314410798490276
E1,2024-01-05,-5,BNO,Controls,28.049999237060547,0.015936204888891803,0.0018256861788026324,-0.0011193866053407409,0.017055591494232542,-0.026088516490670215
E1,2024-01-05,-5,BNO,Controls,28.049999237060547,0.015936204888891803,-0.055201679168708995,-0.010109859413055346,0.02604606430194715,-4.24521887230668e-05
E1,2024-01-08,-4,BNO,Controls,27.190000534057617,-0.030659491137050465,0.014114629309846638,0.0008179886947795062,-0.03147747983182997,-0.03151993202055303
E1,2024-01-08,-4,BNO,Controls,27.190000534057617,-0.030659491137050465,-0.020224752812624813,-0.004595680327530883,-0.026063810809519583,-0.057583742830072615
E1,2024-01-09,-3,BNO,Controls,27.56999969482422,0.01397569522996589,-0.0014779006799081618,-0.0016402033683136194,0.015615898598279509,-0.0419678442317931
E1,2024-01-09,-3,BNO,Controls,27.56999969482422,0.01397569522996589,-0.024464808615499822,-0.005264133203911286,0.019239828433877178,-0.022728015797915925
E1,2024-01-10,-2,BNO,Controls,27.299999237060547,-0.009793270248543373,0.00566597189372442,-0.0005139582450532583,-0.009279312003490114,-0.03200732780140604
E1,2024-01-10,-2,BNO,Controls,27.299999237060547,-0.009793270248543373,-0.00548594414129322,-0.002272079056978816,-0.007521191191564558,-0.0395285189929706
E1,2024-01-11,-1,BNO,Controls,27.700000762939453,0.01465207095448906,-0.0006710555783868699,-0.0015130027006856972,0.016165073655174757,-0.023363445337795843
E1,2024-01-11,-1,BNO,Controls,27.700000762939453,0.01465207095448906,-0.019700552266877946,-0.004513039112675391,0.01916511006716445,-0.004198335270631393
E1,2024-01-12,0,BNO,Controls,27.899999618530277,0.007220175093222592,0.0007509755941104146,-0.001288816776784915,0.008508991870007507,0.004310656599376114
E1,2024-01-12,0,BNO,Controls,27.899999618530277,0.007220175093222592,0.020900340647264315,0.0018877690167055361,0.005332406076517055,0.009643062675893169
E1,2024-01-16,1,BNO,Controls,27.700000762939453,-0.007168417861123988,-0.0037313402367431525,-0.001995462408181528,-0.0051729554529424595,0.004470107222950709
E1,2024-01-16,1,BNO,Controls,27.700000762939453,-0.007168417861123988,0.08976380790896399,0.012744225843853537,-0.019912643704977525,-0.015442536482026816
E1,2024-01-17,2,BNO,Controls,27.799999237060547,0.003610053117936607,-0.005616897183990499,-0.002292724053679663,0.0059027771716162695,-0.009539759310410546
E1,2024-01-17,2,BNO,Controls,27.799999237060547,0.003610053117936607,0.06864160395890595,0.009414270144606333,-0.005804217026669726,-0.015343976337080272
E1,2024-01-18,3,BNO,Controls,28.1299991607666,0.011870501178508297,0.008805260963896,-1.9043341498717814e-05,0.011889544520007015,-0.003454431817073257
E1,2024-01-18,3,BNO,Controls,28.1299991607666,0.011870501178508297,-0.04462473624843866,-0.008442384208230909,0.020312885386739206,0.01685845356966595
E1,2024-01-19,4,BNO,Controls,28.07999992370605,-0.0017774347156854775,0.012313502764936146,0.0005340376630845567,-0.002311472378770034,0.014546981190895914
E1,2024-01-19,4,BNO,Controls,28.07999992370605,-0.0017774347156854775,-0.058740263056175857,-0.010667723905377995,0.008890289189692518,0.023437270380588432
E1,2024-01-22,5,BNO,Controls,28.459999084472656,0.013532733682303011,0.0021943252026270788,-0.0010612699608252537,0.014594003643128264,0.0380312740237167
E1,2024-01-22,5,BNO,Controls,28.459999084472656,0.013532733682303011,-0.00827072246421412,-0.0027111046657399248,0.016243838348042935,0.05427511237175964
E1,2024-01-23,6,BNO,Controls,28.40999984741211,-0.0017568249707999861,0.002921374261968035,-0.0009466492912914723,-0.0008101756795085138,0.05346493669225112
E1,2024-01-23,6,BNO,Controls,28.40999984741211,-0.0017568249707999861,-0.04852156254805884,-0.009056726299429253,0.007299901328629267,0.06076483802088039
E1,2024-01-24,7,BNO,Controls,28.670000076293945,0.0091517152509073,0.0008119284117831249,-0.0012792074489385251,0.010430922699845824,0.07119576072072621
E1,2024-01-24,7,BNO,Controls,28.670000076293945,0.0091517152509073,0.04701196363514493,0.006004316134169025,0.003147399116738275,0.07434315983746449
E1,2024-01-25,8,BNO,Controls,29.34000015258789,0.02336937825291252,0.005260365527706368,-0.0005779028615036191,0.02394728111441614,0.09829044095188064
E1,2024-01-25,8,BNO,Controls,29.34000015258789,0.02336937825291252,0.02359204397585213,0.002312121175263736,0.021057257077648786,0.11934769802952942
E1,2024-01-26,9,BNO,Controls,29.799999237060547,0.01567822365645366,-0.0006517852510764532,-0.0015099646968672793,0.01718818835332094,0.13653588638285036
E1,2024-01-26,9,BNO,Controls,29.799999237060547,0.01567822365645366,-0.014126363054103419,-0.003634257562149276,0.019312481218602937,0.1558483676014533
E1,2024-01-29,10,BNO,Controls,29.40999984741211,-0.013087228175610699,0.007556774896180896,-0.00021586954895550263,-0.012871358626655196,0.1429770089747981
E1,2024-01-29,10,BNO,Controls,29.40999984741211,-0.013087228175610699,0.02564103670581641,0.0026351487833198494,-0.01572237695893055,0.12725463201586754
E1,2023-12-28,-10,DAL,Airlines,39.410587310791016,0.000985459077046169,0.0003701746080437829,0.00222348064790135,-0.001238021570855181,-0.001238021570855181
E1,2023-12-28,-10,DAL,Airlines,39.410587310791016,0.000985459077046169,0.0032180177691849554,0.0017830763874788287,-0.0007976173104326596,-0.0020356388812878407
E1,2023-12-29,-9,DAL,Airlines,39.02259826660156,-0.00984479224148016,-0.0028264750133749628,0.0027178260288410515,-0.012562618270321211,-0.014598257151609052
E1,2023-12-29,-9,DAL,Airlines,39.02259826660156,-0.00984479224148016,-0.001603885913022296,0.0025287589285567457,-0.012373551170036906,-0.02697180832164596
E1,2024-01-02,-8,DAL,Airlines,39.23599624633789,0.005468574344496435,-0.005660579005492328,0.0031561055976178694,0.0023124687468785658,-0.024659339574767396
E1,2024-01-02,-8,DAL,Airlines,39.23599624633789,0.005468574344496435,0.06024096477831753,-0.007035228337773827,0.012503802682270262,-0.012155536892497133
E1,2024-01-03,-7,DAL,Airlines,37.57731246948242,-0.04227454214343496,-0.008016314922730805,0.0035204080102431666,-0.04579495015367813,-0.05795048704617526
E1,2024-01-03,-7,DAL,Airlines,37.57731246948242,-0.04227454214343496,0.06363637611557316,-0.007560311193184691,-0.034714230950250266,-0.09266471799642553
E1,2024-01-04,-6,DAL,Airlines,38.02350234985352,0.011873916761169667,-0.0034283812973570083,0.0028109077320253514,0.009063009029144316,-0.08360170896728122
E1,2024-01-04,-6,DAL,Airlines,38.02350234985352,0.011873916761169667,0.006410267295756666,0.0012894114585188358,0.01058450530265083,-0.0730172036646304
E1,2024-01-05,-5,DAL,Airlines,39.32329559326172,0.034183943168854425,0.0018256861788026324,0.0019983932885962083,0.032185549880258214,-0.04083165378437218
E1,2024-01-05,-5,DAL,Airlines,39.32329559326172,0.034183943168854425,-0.055201679168708995,0.01081738128709673,0.023366561881757696,-0.017465091902614485
E1,2024-01-08,-4,DAL,Airlines,40.38057708740234,0.026886899436826095,0.014114629309846638,9.797159935081082e-05,0.026788927837475284,0.009323835934860799
E1,2024-01-08,-4,DAL,Airlines,40.38057708740234,0.026886899436826095,-0.020224752812624813,0.005408379979057122,0.021478519457768974,0.030802355392629772
E1,2024-01-09,-3,DAL,Airlines,41.04986572265625,0.016574518828823548,-0.0014779006799081618,0.0025092759618783574,0.014065242866945191,0.04486759825957497
E1,2024-01-09,-3,DAL,Airlines,41.04986572265625,0.016574518828823548,-0.024464808615499822,0.006064082745801875,0.010510436083021673,0.05537803434259664
E1,2024-01-10,-2,DAL,Airlines,40.84616470336914,-0.004962282231648851,0.00566597189372442,0.0014045129046028767,-0.006366795136251728,0.04901123920634491
E1,2024-01-10,-2,DAL,Airlines,40.84616470336914,-0.004962282231648851,-0.00548594414129322,0.003129099216346235,-0.008091381447995087,0.040919857758349824
E1,2024-01-11,-1,DAL,Airlines,40.99166488647461,0.0035621504286169614,-0.0006710555783868699,0.0023845015272958613,0.0011776489013211001,0.04209750665967092
E1,2024-01-11,-1,DAL,Airlines,40.99166488647461,0.0035621504286169614,-0.019700552266877946,0.005327315067613677,-0.0017651646389967154,0.040332342020674206
E1,2024-01-12,0,DAL,Airlines,37.31541442871094,-0.08968287743239889,0.0007509755941104146,0.0021645917389455497,-0.09184746917134444,-0.051515127150670234
E1,2024-01-12,0,DAL,Airlines,37.31541442871094,-0.08968287743239889,0.020900340647264315,-0.0009514036695451888,-0.0887314737628537,-0.14024660091352392
E1,2024-01-16,1,DAL,Airlines,36.34542083740234,-0.025994447768005413,-0.0037313402367431525,0.002857758769842083,-0.028852206537847497,-0.16909880745137143
E1,2024-01-16,1,DAL,Airlines,36.34542083740234,-0.025994447768005413,0.08976380790896399,-0.01160078379810767,-0.014393663969897743,-0.18349247142126918
E1,2024-01-17,2,DAL,Airlines,36.025325775146484,-0.008807025888841746,-0.005616897183990499,0.0031493504291609407,-0.011956376318002688,-0.19544884773927187
E1,2024-01-17,2,DAL,Airlines,36.025325775146484,-0.008807025888841746,0.06864160395890595,-0.008334343870498945,-0.00047268201834280155,-0.19592152975761468
E1,2024-01-18,3,DAL,Airlines,36.94681930541992,0.025579047807227973,0.008805260963896,0.0009190380371430374,0.024660009770084937,-0.17126151998752975
E1,2024-01-18,3,DAL,Airlines,36.94681930541992,0.025579047807227973,-0.04462473624843866,0.0091817116027921,0.016397336204435873,-0.15486418378309388
E1,2024-01-19,4,DAL,Airlines,36.161128997802734,-0.02126543833509187,0.012313502764936146,0.0003765065323001449,-0.021641944867392012,-0.1765061286504859
E1,2024-01-19,4,DAL,Airlines,36.161128997802734,-0.02126543833509187,-0.058740263056175857,0.011364605039151396,-0.032630043374243266,-0.20913617202472917
E1,2024-01-22,5,DAL,Airlines,35.87013244628906,-0.008047219751666335,0.0021943252026270788,0.001941385164389948,-0.009988604916056283,-0.21912477694078544
E1,2024-01-22,5,DAL,Airlines,35.87013244628906,-0.008047219751666335,-0.00827072246421412,0.003559750824721747,-0.01160697057638808,-0.2307317475171735
E1,2024-01-23,6,DAL,Airlines,36.86922073364258,0.02785292997870914,0.002921374261968035,0.0018289507762751065,0.026023979202434034,-0.20470776831473947
E1,2024-01-23,6,DAL,Airlines,36.86922073364258,0.02785292997870914,-0.04852156254805884,0.009784335696666552,0.018068594282042588,-0.1866391740326969
E1,2024-01-24,7,DAL,Airlines,37.04381561279297,0.004735518561993279,0.0008119284117831249,0.0021551656999859244,0.002580352862007355,-0.18405882117068953
E1,2024-01-24,7,DAL,Airlines,37.04381561279297,0.004735518561993279,0.04701196363514493,-0.00498943152421159,0.00972495008620487,-0.17433387108448467
E1,2024-01-25,8,DAL,Airlines,38.97409439086914,0.05210799012317602,0.005260365527706368,0.0014672378376631883,0.05064075228551283,-0.12369311879897184
E1,2024-01-25,8,DAL,Airlines,38.97409439086914,0.05210799012317602,0.02359204397585213,-0.001367661709973417,0.05347565183314944,-0.0702174669658224
E1,2024-01-26,9,DAL,Airlines,38.44059753417969,-0.013688499117876618,-0.0006517852510764532,0.002381521470541667,-0.016070020588418284,-0.08628748755424068
E1,2024-01-26,9,DAL,Airlines,38.44059753417969,-0.013688499117876618,-0.014126363054103419,0.004465295448273597,-0.018153794566150214,-0.10444128212039089
E1,2024-01-29,10,DAL,Airlines,38.88679504394531,0.011607455096630304,0.007556774896180896,0.0011121099698963722,0.010495345126733932,-0.09394593699365696
E1,2024-01-29,10,DAL,Airlines,38.88679504394531,0.011607455096630304,0.02564103670581641,-0.001684527870358964,0.013291982966989267,-0.0806539540266677
E1,2023-12-28,-10,GLD,Controls,191.47000122070312,-0.005815437657636924,0.0003701746080437829,0.0024245398896236073,-0.008239977547260531,-0.008239977547260531
E1,2023-12-28,-10,GLD,Controls,191.47000122070312,-0.005815437657636924,0.0032180177691849554,0.0026230963469754255,-0.00843853400461235,-0.01667851155187288
E1,2023-12-29,-9,GLD,Controls,191.1699981689453,-0.001566841018672216,-0.0028264750133749628,0.002201664054014178,-0.003768505072686394,-0.020447016624559274
E1,2023-12-29,-9,GLD,Controls,191.1699981689453,-0.001566841018672216,-0.001603885913022296,0.0022869050405528108,-0.0038537460592250267,-0.0243007626837843
E1,2024-01-02,-8,GLD,Controls,190.72000122070312,-0.002353909884146743,-0.005660579005492328,0.0020040655148390167,-0.004357975398985759,-0.028658738082770058
E1,2024-01-02,-8,GLD,Controls,190.72000122070312,-0.002353909884146743,0.06024096477831753,0.006598832967722764,-0.008952742851869507,-0.03761148093463956
E1,2024-01-03,-7,GLD,Controls,189.1300048828125,-0.008336809604204354,-0.008016314922730805,0.0018398196095287416,-0.010176629213733095,-0.047788110148372656
E1,2024-01-03,-7,GLD,Controls,189.1300048828125,-0.008336809604204354,0.06363637611557316,0.006835566807414806,-0.01517237641161916,-0.06296048655999181
E1,2024-01-04,-6,GLD,Controls,189.32000732421875,0.0010046128932528209,-0.0034283812973570083,0.0021596981265937292,-0.0011550852333409084,-0.06411557179333272
E1,2024-01-04,-6,GLD,Controls,189.32000732421875,0.0010046128932528209,0.006410267295756666,0.002845665400506136,-0.001841052507253315,-0.06595662430058603
E1,2024-01-05,-5,GLD,Controls,189.3500061035156,0.0001584554095515056,0.0018256861788026324,0.002526020626016636,-0.0023675652164651304,-0.06832418951705116
E1,2024-01-05,-5,GLD,Controls,189.3500061035156,0.0001584554095515056,-0.055201679168708995,-0.0014500240487794278,0.0016084794583309334,-0.06671571005872022
E1,2024-01-08,-4,GLD,Controls,187.8699951171875,-0.007816271130823171,0.014114629309846638,0.003382826592718923,-0.011199097723542094,-0.07791480778226231
E1,2024-01-08,-4,GLD,Controls,187.8699951171875,-0.007816271130823171,-0.020224752812624813,0.0009886266048389387,-0.00880489773566211,-0.08671970551792442
E1,2024-01-09,-3,GLD,Controls,187.92999267578125,0.0003193567900841021,-0.0014779006799081618,0.002295688944774475,-0.001976332154690373,-0.08869603767261479
E1,2024-01-09,-3,GLD,Controls,187.92999267578125,0.0003193567900841021,-0.024464808615499822,0.0006930027198299329,-0.0003736459297458308,-0.08906968360236062
E1,2024-01-10,-2,GLD,Controls,187.5,-0.00228804710551489,0.00566597189372442,0.0027937718621725326,-0.0050818189676874225,-0.09415150257004803
E1,2024-01-10,-2,GLD,Controls,187.5,-0.00228804710551489,-0.00548594414129322,0.0020162413538875393,-0.004304288459402429,-0.09845579102945046
E1,2024-01-11,-1,GLD,Controls,187.8699951171875,0.0019733072916665595,-0.0006710555783868699,0.0023519435542893965,-0.000378636262622837,-0.0988344272920733
E1,2024-01-11,-1,GLD,Controls,187.8699951171875,0.0019733072916665595,-0.019700552266877946,0.0010251747563402593,0.0009481325353263002,-0.097886294756747
E1,2024-01-12,0,GLD,Controls,189.7100067138672,0.009794068475553752,0.0007509755941104146,0.0024510899805068325,0.00734297849504692,-0.09054331626170008
E1,2024-01-12,0,GLD,Controls,189.7100067138672,0.009794068475553752,0.020900340647264315,0.0038559379010080427,0.005938130574545709,-0.08460518568715436
